,sigla,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,clase,tipo,gcd_departamento,gcd_municipio
399,LVC,LA MESA,La Victoria,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76403
400,LVE,LOS VENADOS,Puerto López,Meta,Aeródromo,,,,,,,,,,,,50,50573
401,MAA,MATA DE AGUA,Paz de Ariporo,Casanare,Aeródromo,,,,,,,,,,,,85,85250
402,MAG,MANAURE,Manaure,La Guajira,Aeródromo,11.7861,-72.4166,CONCESION DE SALINAS-IFI,CONCESION DE SALINAS-IFI,1332.0,35.0,12202.0,15.0," 2989,000",2C,Privado,44,44560
403,MAI,CAMPO ESTERO,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
404,MAL,MALABARES,Trinidad,Casanare,Aeródromo,,,,,,,,,,,,85,85430
405,MAN,CASANARE,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
406,MAP,MAPIRIPAN,Mapiripán,Meta,Aeródromo,2.8973,-72.141,MUNICIPIO,MUNICIPIO,1200.0,20.0,12200.0,670.0," 5517,000",2B,Público,50,50325
407,MBO,MONTERREY,Zambrano,Bolívar,Aeródromo,9.7372,-74.8291,PIZANO S.A.,PIZANO S.A.,1000.0,15.0,5000.0,75.0," 7145,000",2A,Privado,13,13894
408,MBQ,BOCOA QUERARI,Mitú,Vaupés,Aeródromo,1.5975,-70.7994,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,440.0,10.0,1650.0,620.0," 3423,000",1A,Público,97,97001
409,MCG,MORICHAL,Papunahua,Vaupés,Aeródromo,1.9072,-70.7619,MUNICIPIO,MUNICIPIO,800.0,30.0,5500.0,648.0," 2989,000",1B,Público,97,97777
410,MCH,MOCHUELO,Cravo Norte,Arauca,Aeródromo,,,,,,,,,,,,81,81220
411,MCJ,MAICAO,Maicao,La Guajira,Aeródromo,11.3833,-72.2333,MUNICIPIO,MUNICIPIO,1600.0,30.0,12202.0,160.0,,3C,Público,44,44430
412,MCL,CAÑO COLORADO,Mitú,Vaupés,Aeródromo,0.365,-70.4433,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,500.0,15.0,5000.0,650.0," 3423,000",1A,Público,97,97001
413,MCO,MACOCOBA,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,99,99001
414,MCP,CACHIPORRO,Mitú,Vaupés,Aeródromo,0.5542,-71.9264,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,670.0,10.0,12202.0,650.0," 3423,000",1A,Público,97,97001
415,MDA,INGENIO INCAUCA (C.A),Miranda,Cauca,Aeródromo,3.2687,-76.3337,INGENIO DEL CAUCA S.A.,INCAUCA.S.A. - ASOCAÑA,250.0,10.0,500.0,3314.0," 2955,000",1A,Fumigación,19,19455
416,MDE,JOSE M. CORDOVA,Rionegro,Antioquia,Internacional,6.1645,-75.423,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte),3500.0,45.0,,6980.0,"  605,000",4E,Aerocivil,5,5615
417,MDR,PIEDRA ÑI,Mitú,Vaupés,Aeródromo,-0.1089,-70.3272,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,420.0,10.0,5000.0,500.0," 3423,000",1A,Público,97,97001
418,MED,MEDINA,Medina,Cundinamarca,Aeródromo,4.4841,-73.345,MUNICIPIO,MUNICIPIO,1060.0,15.0,5000.0,1500.0," 3660,000",2A,Público,25,25438
419,MFR,MONFORT,Mitú,Vaupés,Aeródromo,0.625,-69.7494,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,620.0,20.0,12202.0,650.0," 3423,000",1A,Público,97,97001
420,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,1320.0,25.0,25000.0,730.0,"   21,000",3B,Público,95,95200
421,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,1410.0,20.0,33112.0,195.0,"  352,000",2B,Aerocivil,13,13430
422,MGO,SAN GERARDO,Mitú,Vaupés,Aeródromo,0.7697,-70.2847,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,410.0,15.0,1650.0,540.0," 3423,000",1A,Público,97,97001
423,MGP,MAGUI PAYAN,Magüí,Nariño,Aeródromo,1.7742,-78.1914,MUNICIPIO,EL MUNICIPIO,680.0,10.0,5000.0,213.0," 4006,000",1A,Público,52,52427
424,MGU,SAN MIGUEL,Mitú,Vaupés,Aeródromo,-0.0039,-70.4972,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,15.0,1650.0,650.0," 3423,000",1A,Público,97,97001
425,MIB,BELEN DE INAMBU,Mitú,Vaupés,Aeródromo,0.4708,-70.1847,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,460.0,10.0,1650.0,650.0," 3423,000",1A,Público,97,97001
426,MIC,IBACABA,Mitú,Vaupés,Aeródromo,0.9703,-69.21300000000001,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,440.0,15.0,1650.0,600.0,"   45,000",1A,Público,97,97001
427,MII,MANI,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
428,MIN,DUMACITA,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
429,MIS,SANTA ISABEL,Mitú,Vaupés,Aeródromo,-0.1178,-70.1931,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,330.0,10.0,1650.0,465.0," 3423,000",1A,Público,97,97001
430,MIT,WACARICUARA,Mitú,Vaupés,Aeródromo,0.2,-70.225,MUNICIPIO,MUNICIPIO,850.0,25.0,12202.0,500.0,"  984,000",1A,Público,97,97001
431,MKA,KAMANAOS,Mitú,Vaupés,Aeródromo,1.7261,-69.8453,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,15.0,1650.0,670.0," 3423,000",1B,Público,97,97001
432,MLG,JERONIMO DE AGUAYO,Málaga,Santander,Aeródromo,6.7059,-72.7304,MUNICIPIO,MUNICIPIO,1000.0,16.0,5670.0,6705.0,"   11,000",2A,Público,68,68432
433,MLR,TOLEMAIDA,Melgar,Tolima,Aeródromo,,,,,,,,,,,,73,73449
434,MMP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,1175.0,14.0,16300.0,72.0,"  352,000",2A,Aerocivil,13,13468
435,MNI,YARUMITOS,Maní,Casanare,Aeródromo,,,,,,,,,,,,85,85139
436,MNO,LA GLORIA,Aguazul,Casanare,Aeródromo,5.0064,-72.3561,CARMEN SEDANO,PERENCO COLOMBIA LIMITED,540.0,18.0,5000.0,630.0," 6967,000",1A,Privado,85,85010
437,MOC,MONTELIBANO,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
438,MOQ,MOSQUERA,Mosquera,Nariño,Aeródromo,,,,,,,,,,,,52,52473
439,MOY,MONTERREY,Monterrey,Casanare,Aeródromo,,,,,,,,,,,,85,85162
440,MPI,PIRACUARA,Mitú,Vaupés,Aeródromo,-0.6703,-69.6514,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,10.0,12202.0,640.0," 3423,000",1A,Público,97,97001
441,MPU,PACU,Mitú,Vaupés,Aeródromo,1.6308,-70.3639,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,10.0,1650.0,700.0," 3423,000",1A,Público,97,97001
442,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,1790.0,45.0,,1531.0,"   51,000",2A,Aerocivil,73,73443
443,MRF,LAGOS DEL DORADO,Miraflores,Guaviare,Aeródromo,,,,,,,,,,,,95,95200
444,MRI,MURINDO,Murindó,Antioquia,Aeródromo,6.9762,-76.8125,ALCALDIA,ALCALDIA,670.0,10.0,3500.0,23.0,,1A,Público,5,5475
445,MSA,SAN ANTONIO,Mitú,Vaupés,Aeródromo,0.6797,-70.4375,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,340.0,10.0,1650.0,610.0," 3423,000",1A,Público,97,97001
446,MSI,SANTA LUCIA,Mitú,Vaupés,Aeródromo,1.3825,-70.0067,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,415.0,15.0,3000.0,1020.0," 3423,000",1A,Público,97,97001
447,MSN,SAN PABLO,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,97,97001
448,MSO,SONAÑA,Mitú,Vaupés,Aeródromo,0.1308,-70.5792,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,700.0,15.0,5000.0,680.0," 3423,000",1A,Público,97,97001
449,MSR,SANTA RITA,Mitú,Vaupés,Aeródromo,1.6528,-70.4097,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,10.0,1650.0,700.0," 3423,000",1A,Público,97,97001
450,MTA,MUTATA,Mutatá,Antioquia,Aeródromo,7.2505,-76.4442,ALCALDIA,ALCALDIA,795.0,10.0,6000.0,397.0," 3660,000",1A,Público,5,5480
451,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,1100.0,26.0,12202.0,160.0," 3107,000",2C,Aerocivil,23,23466
452,MTC,PAPUNAGUA - PUERTO. SOLANO,Mitú,Vaupés,Aeródromo,1.9073,-70.7622,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,650.0,15.0,5000.0,492.0," 2994,000",1A,Público,97,97001
453,MTI,TIQUIE,Mitú,Vaupés,Aeródromo,0.2342,-70.1689,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,530.0,15.0,5000.0,630.0," 3423,000",1A,Público,97,97001
454,MTN,BUENOS AIRES,Mitú,Vaupés,Aeródromo,0.0203,-71.0074,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,400.0,10.0,1650.0,620.0,"   45,000",1A,Público,97,97001
455,MTP,MATUPA,San Martín,Meta,Aeródromo,,,,,,,,,,,,50,50689
456,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1860.0,35.0,,19.0,"  984,000",4C,Aerocivil,23,23001
457,MTS,TERESITA,Mitú,Vaupés,Aeródromo,0.7381,-69.4714,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,630.0,20.0,12202.0,620.0," 3423,000",1A,Público,97,97001
458,MTT,CACHIPORRO,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,97,97001
459,MTU,MATUPA,San Martín,Meta,Aeródromo,,,,,,,,,,,,50,50689
460,MUR,TAPURUCUARA,Mitú,Vaupés,Aeródromo,1.4717,-70.1631,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,450.0,15.0,2700.0,880.0," 3423,000",1A,Público,97,97001
461,MUT,ATAHUALPA,Mutatá,Antioquia,Aeródromo,,,,,,,,,,,,5,5480
462,MUZ,MUZO,Muzo,Boyacá,Aeródromo,5.5472,-74.1128,MUNICIPIO,MUNICIPIO,800.0,16.0,6400.0,2952.0,,1A,Público,15,15480
463,MVA,VILLA GLADYS,Mitú,Vaupés,Aeródromo,0.2607,-71.3566,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,950.0,15.0,12202.0,493.0,"   45,000",1A,Público,97,97001
464,MVI,VILLA FATIMA,Mitú,Vaupés,Aeródromo,0.9744,-69.9569,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,510.0,10.0,1650.0,680.0," 3423,000",1A,Público,97,97001
465,MVN,VILLA NUEVA,Mitú,Vaupés,Aeródromo,0.2732,-70.4491,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,375.0,12.0,1650.0,590.0,"   45,000",1A,Público,97,97001
466,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,1880.0,30.0,,680.0,"   34,000",3C,Aerocivil,97,97001
467,MVU,LOS ANGELES,Mitú,Vaupés,Aeródromo,0.5767,-70.13,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,390.0,10.0,1650.0,640.0,"   45,000",1A,Público,97,97001
468,MWA,WAINAMBI,Mitú,Vaupés,Aeródromo,0.8667,-69.6172,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,360.0,10.0,1650.0,650.0," 3423,000",1A,Público,97,97001
469,MWY,WASAY,Mitú,Vaupés,Aeródromo,1.6608,-70.0194,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,390.0,15.0,1650.0,700.0," 3423,000",1A,Público,97,97001
470,MYA,YAPU,Mitú,Vaupés,Aeródromo,0.6217,-70.3517,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,540.0,20.0,5000.0,600.0," 3423,000",1A,Público,97,97001
471,MYY,YAVARATE,Mitú,Vaupés,Aeródromo,0.6117,-69.2072,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,490.0,15.0,1650.0,400.0," 3423,000",1A,Público,97,97001
472,MZL,LA NUBIA,Manizales,Caldas,Nacional,5.0298,-75.4667,FODECAL,FODECAL,1000.0,15.0,15876.0,6866.0,"  623,000",2A,Público,17,17001
473,NAR,PUERTO NARE,Puerto Nare,Antioquia,Aeródromo,6.2102,-74.5902,CEMENTOS ARGOS S.A.,CEMENTOS ARGOS S.A.,1000.0,20.0,9000.0,130.0," 4504,000",2B,Privado,5,5585
474,NAT,SAN GERMAN,Natagaima,Tolima,Aeródromo,,,,,,,,,,,,73,73483
475,NCC,LA REFORMA,Nunchía,Casanare,Aeródromo,5.4293,-72.163,JUAN BERNARDO SERRANO A.,JUAN B. SERRANO ARDILA,700.0,10.0,2000.0,308.0,"  471,000",1A,Fumigación,85,85225
476,NCI,NECOCLI,Necoclí,Antioquia,Aeródromo,8.45,-76.7833,MUNICIPIO,MUNICIPIO,833.0,15.0,5680.0,60.0," 5917,000",1B,Público,5,5490
477,NFA,NUEVA FORTUNA,Necoclí,Antioquia,Aeródromo,8.6167,-76.6667,MUNICIPIO,MUNICIPIO,300.0,10.0,1300.0,550.0," 2989,000",1A,Público,5,5490
478,NIA,LA NEVERA,Nunchía,Casanare,Aeródromo,5.5128,-72.1314,MAURICIO OLMOS,AGILL S.A.S.,800.0,10.0,3000.0,3100.0," 5053,000",1A,Fumigación,85,85225
479,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.7120000000000015,-77.2627,AEROCIVIL,AEROCIVIL,930.0,10.0,,13.0,"    2,279",1A,Aerocivil,27,27495
480,NUC,LA FLORA,San Luis de Palenque,Casanare,Aeródromo,5.2097,-71.8106,GERARDO ZAMBRANO GUIO,PERENCO COLOMBIA LIMITED,640.0,15.0,12202.0,539.0,"  933,000",1A,Privado,85,85325
481,NUH,NUNCHIA LOS LIBERTADORES,Nunchía,Casanare,Aeródromo,,,,,,,,,,,,85,85225
482,NUN,EL DESECHO,Nunchía,Casanare,Aeródromo,5.6194,-72.0639,MIREYA MARTIN HUERTAS,EL MISMO,950.0,14.0,2000.0,820.0," 6057,000",1A,Fumigación,85,85225
483,NUT,PALMAROSA,Nunchía,Casanare,Aeródromo,5.5663,-72.0669,FLORENCIO VARGAS PATIÑO,FIBA S.A.,800.0,10.0,2000.0,744.0," 1943,000",1A,Fumigación,85,85225
484,NUV,NUEVA UNION- CA,Santa Ana,Magdalena,Aeródromo,9.6639,-73.9265,MAURICIO E. VASQUEZ M.,EL MISMO,290.0,10.0,600.0,196.0,"  173,000",UL,Privado,47,47707
485,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,1600.0,40.0,,1464.0,"   57,000",3C,Aerocivil,41,41001
486,OBA,PRAGA,Obando,Valle del Cauca,Aeródromo,4.5889,-75.9681,ANGELA MARIA LEON LEMUS,ARFA S.A.,700.0,10.0,2000.0,3041.0," 4937,000",1A,Fumigación,76,76497
487,OCE,EL VIEJO CARMEN,Orocué,Casanare,Aeródromo,4.8978,-71.5681,INVERSIONES LA COLONIA S.A.,LA CEIBA S.A.,685.0,10.0,2000.0,492.0," 1325,000",1A,Privado,85,85230
488,OCU,BUENAVISTA,Orocué,Casanare,Aeródromo,4.8441,-71.5079,INVERSIONES LA COLONIA LTDA,LA CEIBA S.A.,900.0,15.0,2000.0,469.0," 1325,000",1A,Privado,85,85230
489,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,1200.0,30.0,19000.0,3850.0," 2363,000",2C,Aerocivil,54,54498
490,OOR,SAN PABLO,Orocué,Casanare,Aeródromo,4.7856,-71.6231,FERNANDO ADOLFO REYES I.,FERNANDO ADOLFO REYES I.,1175.0,15.0,3000.0,472.0," 3214,000",1A,Privado,85,85230
491,OPA,RIOPAILA,Zarzal,Valle del Cauca,Aeródromo,4.3174,-76.0975,RIOPAILA CASTILLA S.A.,RIOPAILA CASTILLA S.A.,800.0,18.0,5670.0,3179.0," 6471,000",1A,Fumigación,76,76895
492,ORA,GUARILAQUE,Orocué,Casanare,Aeródromo,4.892,-71.5866,FERNANDO REYES ISAZA,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,509.0," 7235,000",1A,Privado,85,85230
493,ORC,OROCUE,Orocué,Casanare,Aeródromo,4.7903,-71.3484,MUNICIPIO,MUNICIPIO,1480.0,25.0,22000.0,550.0," 3559,000",1A,Público,85,85230
494,ORE,EL CAIMAN,Orocué,Casanare,Aeródromo,4.855,-71.6811,INVERSIONES LOS CEDROS,INVERS. LOS CEDROS,700.0,16.0,3500.0,485.0," 5960,000",1A,Privado,85,85230
495,ORH,ORIHUECA,Ciénaga,Magdalena,Aeródromo,10.8238,-74.1626,ELCIDA DIAZ GUERRERO,AEROPENORT LTDA.,720.0,10.0,3000.0,90.0," 6068,000",1A,Fumigación,47,47189
496,ORI,ORITO,Orito,Putumayo,Aeródromo,0.6665,-76.8768,ECOPETROL,ECOPETROL,754.0,23.0,,1168.0," 2109,000",1B,Privado,86,86320
497,ORJ,LA CULEBRA,Orocué,Casanare,Aeródromo,4.9025,-71.6347,JUAN MAURICIO MEDINA NIÑO,JUAN MAURICIO MEDINA NIÑO,450.0,10.0,2000.0,429.0," 4938,000",1A,Privado,85,85230
498,ORO,GUANAPALO,Orocué,Casanare,Aeródromo,5.1741,-71.4299,TOMAS ORTEGA DIAZ,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,524.0," 7235,000",1A,Privado,85,85230
499,ORR,EL BORAL,Orocué,Casanare,Aeródromo,4.7384,-71.512,MARIA ANTONIA PAVIA DE R.,MARIA ANTONIA PAVIA DE R.,600.0,15.0,3000.0,442.0," 3215,000",1A,Privado,85,85230
500,ORS,SARDINAS,Orocué,Casanare,Aeródromo,4.9858,-71.5057,IGNACIA GUALDRON,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,521.0," 7235,000",1A,Privado,85,85230
501,ORU,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,885.0,15.0,4950.0,485.0,"  828,000",1A,Privado,85,85230
502,ORX,LA CANDELARIA,Orocué,Casanare,Aeródromo,5.1076,-71.6243,ANDRES REYES DIAZ,ANDRES REYES DIAZ,580.0,12.0,2000.0,515.0," 7087,000",1A,Privado,85,85230
503,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,950.0,12.0,,2058.0,"  522,000",1A,Aerocivil,5,5604
504,PAL,PALACIO MUNICIPAL,Medellín,Antioquia,Aeródromo,,,,,,,,,,,,5,5001
505,PBE,MORELA,Puerto Berrío,Antioquia,Regional,6.4599,-74.4106,AEROCIVIL,AEROCIVIL,1290.0,24.0,,445.0,"  522,000",2C,Aerocivil,5,5579
506,PBN,NICOLAS E.SOTO,Puerto Boyacá,Boyacá,Aeródromo,,,,,,,,,,,,15,15572
507,PBO,PUERTO BOLIVAR,Uribia,La Guajira,Regional,12.2215,-71.9843,CARBONES DEL CERREJON,CARBONES DEL CERREJON,1580.0,45.0,,98.0,"  831,000",3D,Privado,44,44847
508,PBR,LA PONDEROSA,Paratebueno,Cundinamarca,Aeródromo,,,,,,,,,,,,25,25530
509,PCA,PACOA,Pacoa,Vaupés,Aeródromo,0.0667,-71.2083,CORREGIMIENTO,CORREGIMIENTO,800.0,18.0,12202.0,720.0," 3149,000",1A,Público,97,97511
510,PCE,CUMARIBO,Puerto Carreño,Vichada,Regional,4.4464,-69.7815,GOBERNACION,GOBERNACION,900.0,15.0,26000.0,547.0,"  407,000",1A,Público,99,99001
511,PCH,ALPES -PACHAQ.,Puerto López,Meta,Aeródromo,,,,,,,,,,,,50,50573
512,PCJ,PUERTO ALVIRA -CAÑO JABON,San Martín,Meta,Aeródromo,2.9029,-71.7496,JUNTA DE ORNATO,JUNTA DE ORNATO,1100.0,23.0,12202.0,550.0," 5712,000",2C,Público,50,50689
513,PCO,PARACO,Córdoba,Bolívar,Aeródromo,,,,,,,,,,,,13,13212
514,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,1800.0,30.0,,1915.0,"  551,000",3C,Aerocivil,99,99001
515,PDE,LA VENGANZA,Paz de Ariporo,Casanare,Aeródromo,6.0226,-70.8976,WALTER F. GOMEZ ACOSTA,EL MISMO,570.0,12.0,4000.0,410.0,,1A,Privado,85,85250
516,PDR,LA COLONIA,Paz de Ariporo,Casanare,Aeródromo,5.7639,-71.5314,MILCIADES LUNA CUERVO,MUNICIPIO,670.0,15.0,2000.0,620.0," 6296,000",1A,Público,85,85250
517,PEI,MATECAÑA,Pereira,Risaralda,Internacional,4.8128,-75.7393,MUNICIPIO,MUNICIPIO,2020.0,45.0,,4417.0,"  522,000",4D,Público,66,66001
518,PET,PETROLEA,San José de Cúcuta,Norte de Santander,Aeródromo,8.4972,-72.5967,MINISTERIO DEFENSA,MINISTERIO DEFENSA,840.0,15.0,4000.0,164.0,"  285,000",2A,Público,54,54001
519,PFO,PUERTO PERALES,Puerto Triunfo,Antioquia,Aeródromo,5.9936,-74.5742,GOBERNACION,GOBERNACION,900.0,15.0,7000.0,475.0," 2989,000",2A,Público,5,5591
520,PGA,PRAGA,Obando,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76497
521,PGM,PUERTO GAITAN,Puerto Gaitán,Meta,Aeródromo,4.3031,-72.0855,MUNICIPIO,MUNICIPIO,1380.0,23.0,12202.0,150.0," 1861,000",3C,Público,50,50568
522,PGN,SABANETA,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,50,50568
523,PGO,EL RODEO,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,50,50568
524,PGP,LA PLATA PUERTO TRUJILLO,Puerto Gaitán,Meta,Aeródromo,3.4873,-71.3759,MUNICIPIO,MUNICIPIO,700.0,15.0,4500.0,623.0,"   15,000",1A,Público,50,50568
525,PGT,MORELIA,Puerto Gaitán,Meta,Aeródromo,3.7504,-71.4561,META PETROLEUM LTD.,META PETROLEUM LTD.,1280.0,24.0,,617.0," 1738,000",2C,Privado,50,50568
526,PID,PUERTO INIRIDA,Inírida,Guainía,Aeródromo,,,,,,,,,,,,94,94001
527,PII,SAN FELIPE,Inírida,Guainía,Aeródromo,,,,,,,,,,,,94,94001
528,PIM,LA PRIMAVERA,La Primavera,Vichada,Aeródromo,5.4943,-70.4212,MUNICIPIO,MUNICIPIO,1740.0,18.0,12200.0,410.0," 1028,000",2C,Público,99,99524
529,PIP,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,1700.0,30.0,11400.0,8205.0,"  984,000",3C,Aerocivil,15,15516
530,PJS,PAJONALES,Ambalema,Tolima,Aeródromo,4.7644,-74.8287,ORGANIZACIÓN PAJONALES S.A.,ORGANIZACIÓN PAJONALES S.A.,1100.0,15.0,4000.0,850.0,"  390,000",2A,Fumigación,73,73030
531,PLA,PLANADAS,Planadas,Tolima,Aeródromo,3.3,-75.7333,MUNICIPIO,EL MISMO,700.0,11.0,5670.0,3700.0," 3660,000",1A,Público,73,73555
532,PLD,SAN ISIDRO,Puerto López,Meta,Aeródromo,4.1274,-73.2384,ARMANDO ROMERO PARRA,FARO LTDA.,720.0,10.0,2000.0,787.0," 2491,000",1A,Fumigación,50,50573
533,PLE,BELLO HORIZONTE,Puerto López,Meta,Aeródromo,,,,,,,,,,,,50,50573
534,PLK,LA ESPERANZA,Puerto Libertador,Córdoba,Aeródromo,,,,,,,,,,,,23,23580
535,PLL,PUERTO LLERAS,Puerto Lleras,Meta,Aeródromo,3.2897,-73.3792,MUNICIPIO,MUNICIPIO,940.0,15.0,12202.0,800.0," 1148,000",2C,Público,50,50577
536,PLN,PALONEGRO-NORTE,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
537,PLO,PALMASOLA,Puerto López,Meta,Aeródromo,4.1272,-73.0766,AVIAL LTDA,AVIAL LTDA.,900.0,20.0,2000.0,820.0," 3021,000",1A,Fumigación,50,50573
538,PLP,PUERTO LOPEZ,Puerto López,Meta,Aeródromo,,,,,,,,,,,,50,50573
539,PLS,TOBASIA,Puerto López,Meta,Aeródromo,4.0786,-73.0794,FAGAN S. EN C.,FAGAN S. EN C.,730.0,18.0,2000.0,175.0," 4316,000",1A,Fumigación,50,50573
540,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,1067.0,20.0,3500.0,86.0,"  876,000",2A,Aerocivil,47,47555
541,PMM,INGENIO MANUELITA,Palmira,Valle del Cauca,Aeródromo,3.5986,-76.306,INGENIO MANUELITA S.A.,ING.MANUELITA - ASOCAÑA,250.0,10.0,500.0,3366.0," 2960,000",1A,Fumigación,76,76520
542,PMO,SAN LUIS,Palermo,Huila,Aeródromo,,,,,,,,,,,,41,41524
543,PNQ,PINOQUIA,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,99,99001
544,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,1910.0,40.0,,5669.0,"  455,000",4C,Aerocivil,19,19001
545,PPT,POTRERITO,Ibagué,Tolima,Aeródromo,4.3261,-75.0785,ARROCERA POTRERITO LASERNA,CRUZ VERDE,600.0,10.0,2000.0,2460.0," 4508,000",1A,Fumigación,73,73001
546,PQE,PALANQUERO -GERMAN OLANO,Puerto Salgar,Cundinamarca,Aeródromo,5.4835,-74.6574,FAC,FAC.,2296.0,20.0,,553.0,,4B,Militar,25,25572
547,PRA,LA OPIA,Piedras,Tolima,Aeródromo,4.4484,-74.9623,DANIEL GOMEZ TAMAYO,CRUZ VERDE,630.0,10.0,4000.0,1929.0," 1839,000",1A,Fumigación,73,73547
548,PRB,LA AURORA,Paratebueno,Cundinamarca,Aeródromo,4.3228,-73.2739,LILIANA CORONADO,SERV.AEREO DEL ORIENTE-SAO,800.0,10.0,2000.0,941.0,"  391,000",1A,Fumigación,25,25530
549,PRC,PUERTO RICO,Puerto Rico,Caquetá,Aeródromo,,,,,,,,,,,,18,18592
550,PRE,SAN JOSE DE OCUNE,Puerto Carreño,Vichada,Aeródromo,4.0822,-70.2539,CORREGIMIENTO,CORREGIMIENTO,720.0,20.0,5670.0,400.0," 2989,000",1A,Público,99,99001
551,PRI,PRIMERO DE MAYO,Paratebueno,Cundinamarca,Aeródromo,4.3347,-73.1439,SAUL E. OTALORA DAZA,COMERCIALIZADORA ECO,720.0,10.0,2000.0,709.0,"  250,000",1A,Fumigación,25,25530
